"Evaluation","Journal","issnJournal","nameJournal","KnowledgeField","idKnowledgeField","nameKnowledgeField","YearEvaluation","yearIndex","Qualis","qualisIndex"
"Journal_2162-9382_KnowledgeField_47_YearEvaluation_2014_Qualis_B5","Journal_2162-9382","2162-9382","American Journal of Materials Science","KnowledgeField_47","47","MATERIAIS","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_0002-9327_KnowledgeField_1_YearEvaluation_2014_Qualis_A1","Journal_0002-9327","0002-9327","American Journal of Mathematics (Print)","KnowledgeField_1","1","MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_1552-4825_KnowledgeField_6_YearEvaluation_2014_Qualis_B1","Journal_1552-4825","1552-4825","American Journal of Medical Genetics. Part A","KnowledgeField_6","6","CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1552-4825_KnowledgeField_8_YearEvaluation_2014_Qualis_B1","Journal_1552-4825","1552-4825","American Journal of Medical Genetics. Part A","KnowledgeField_8","8","CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1552-4825_KnowledgeField_9_YearEvaluation_2014_Qualis_B2","Journal_1552-4825","1552-4825","American Journal of Medical Genetics. Part A","KnowledgeField_9","9","CIÊNCIAS BIOLÓGICAS III","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1552-4825_KnowledgeField_15_YearEvaluation_2014_Qualis_B1","Journal_1552-4825","1552-4825","American Journal of Medical Genetics. Part A","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1552-4825_KnowledgeField_16_YearEvaluation_2014_Qualis_B1","Journal_1552-4825","1552-4825","American Journal of Medical Genetics. Part A","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1552-4825_KnowledgeField_17_YearEvaluation_2014_Qualis_B1","Journal_1552-4825","1552-4825","American Journal of Medical Genetics. Part A","KnowledgeField_17","17","MEDICINA III","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1552-4825_KnowledgeField_18_YearEvaluation_2014_Qualis_A2","Journal_1552-4825","1552-4825","American Journal of Medical Genetics. Part A","KnowledgeField_18","18","ODONTOLOGIA","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1552-4825_KnowledgeField_21_YearEvaluation_2014_Qualis_A2","Journal_1552-4825","1552-4825","American Journal of Medical Genetics. Part A","KnowledgeField_21","21","EDUCAÇÃO FÍSICA","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1552-4825_KnowledgeField_22_YearEvaluation_2014_Qualis_B1","Journal_1552-4825","1552-4825","American Journal of Medical Genetics. Part A","KnowledgeField_22","22","SAÚDE COLETIVA","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1552-4825_KnowledgeField_45_YearEvaluation_2014_Qualis_A2","Journal_1552-4825","1552-4825","American Journal of Medical Genetics. Part A","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1552-4825_KnowledgeField_48_YearEvaluation_2014_Qualis_B1","Journal_1552-4825","1552-4825","American Journal of Medical Genetics. Part A","KnowledgeField_48","48","BIOTECNOLOGIA","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1552-4841_KnowledgeField_6_YearEvaluation_2014_Qualis_A2","Journal_1552-4841","1552-4841","American Journal of Medical Genetics. Part B, Neuropsychiatric Genetics","KnowledgeField_6","6","CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1552-4841_KnowledgeField_8_YearEvaluation_2014_Qualis_A2","Journal_1552-4841","1552-4841","American Journal of Medical Genetics. Part B, Neuropsychiatric Genetics","KnowledgeField_8","8","CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1552-4841_KnowledgeField_15_YearEvaluation_2014_Qualis_A1","Journal_1552-4841","1552-4841","American Journal of Medical Genetics. Part B, Neuropsychiatric Genetics","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_1552-4841_KnowledgeField_16_YearEvaluation_2014_Qualis_A2","Journal_1552-4841","1552-4841","American Journal of Medical Genetics. Part B, Neuropsychiatric Genetics","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1552-4841_KnowledgeField_37_YearEvaluation_2014_Qualis_A2","Journal_1552-4841","1552-4841","American Journal of Medical Genetics. Part B, Neuropsychiatric Genetics","KnowledgeField_37","37","PSICOLOGIA","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1552-4868_KnowledgeField_6_YearEvaluation_2014_Qualis_A2","Journal_1552-4868","1552-4868","American Journal of Medical Genetics. Part C, Seminars in Medical Genetics","KnowledgeField_6","6","CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1552-4868_KnowledgeField_7_YearEvaluation_2014_Qualis_A2","Journal_1552-4868","1552-4868","American Journal of Medical Genetics. Part C, Seminars in Medical Genetics","KnowledgeField_7","7","BIODIVERSIDADE","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1552-4868_KnowledgeField_21_YearEvaluation_2014_Qualis_A2","Journal_1552-4868","1552-4868","American Journal of Medical Genetics. Part C, Seminars in Medical Genetics","KnowledgeField_21","21","EDUCAÇÃO FÍSICA","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1062-8606_KnowledgeField_16_YearEvaluation_2014_Qualis_B1","Journal_1062-8606","1062-8606","American Journal of Medical Quality","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1548-2766_KnowledgeField_16_YearEvaluation_2014_Qualis_B5","Journal_1548-2766","1548-2766","American Journal of Medicine. Supplements","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_2161-6663_KnowledgeField_6_YearEvaluation_2014_Qualis_B2","Journal_2161-6663","2161-6663","American Journal of Molecular Biology","KnowledgeField_6","6","CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_2161-6620_KnowledgeField_6_YearEvaluation_2014_Qualis_B2","Journal_2161-6620","2161-6620","American Journal of Molecular Biology","KnowledgeField_6","6","CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_2161-6620_KnowledgeField_7_YearEvaluation_2014_Qualis_B5","Journal_2161-6620","2161-6620","American Journal of Molecular Biology","KnowledgeField_7","7","BIODIVERSIDADE","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_2161-6620_KnowledgeField_15_YearEvaluation_2014_Qualis_B4","Journal_2161-6620","2161-6620","American Journal of Molecular Biology","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_2161-6620_KnowledgeField_25_YearEvaluation_2014_Qualis_C","Journal_2161-6620","2161-6620","American Journal of Molecular Biology","KnowledgeField_25","25","CIÊNCIA DE ALIMENTOS","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_2161-6620_KnowledgeField_48_YearEvaluation_2014_Qualis_C","Journal_2161-6620","2161-6620","American Journal of Molecular Biology","KnowledgeField_48","48","BIOTECNOLOGIA","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_2161-6663_KnowledgeField_49_YearEvaluation_2014_Qualis_C","Journal_2161-6663","2161-6663","American Journal of Molecular Biology","KnowledgeField_49","49","CIÊNCIAS AMBIENTAIS","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_0250-8095_KnowledgeField_6_YearEvaluation_2014_Qualis_B1","Journal_0250-8095","0250-8095","American Journal of Nephrology","KnowledgeField_6","6","CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1421-9670_KnowledgeField_6_YearEvaluation_2014_Qualis_B1","Journal_1421-9670","1421-9670","American Journal of Nephrology","KnowledgeField_6","6","CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_0250-8095_KnowledgeField_8_YearEvaluation_2014_Qualis_B1","Journal_0250-8095","0250-8095","American Journal of Nephrology","KnowledgeField_8","8","CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_0250-8095_KnowledgeField_9_YearEvaluation_2014_Qualis_B2","Journal_0250-8095","0250-8095","American Journal of Nephrology","KnowledgeField_9","9","CIÊNCIAS BIOLÓGICAS III","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_0250-8095_KnowledgeField_12_YearEvaluation_2014_Qualis_A2","Journal_0250-8095","0250-8095","American Journal of Nephrology","KnowledgeField_12","12","ENGENHARIAS II","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0250-8095_KnowledgeField_15_YearEvaluation_2014_Qualis_B1","Journal_0250-8095","0250-8095","American Journal of Nephrology","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_0250-8095_KnowledgeField_16_YearEvaluation_2014_Qualis_A2","Journal_0250-8095","0250-8095","American Journal of Nephrology","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0250-8095_KnowledgeField_18_YearEvaluation_2014_Qualis_A2","Journal_0250-8095","0250-8095","American Journal of Nephrology","KnowledgeField_18","18","ODONTOLOGIA","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0250-8095_KnowledgeField_19_YearEvaluation_2014_Qualis_B1","Journal_0250-8095","0250-8095","American Journal of Nephrology","KnowledgeField_19","19","FARMÁCIA","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_0250-8095_KnowledgeField_22_YearEvaluation_2014_Qualis_B1","Journal_0250-8095","0250-8095","American Journal of Nephrology","KnowledgeField_22","22","SAÚDE COLETIVA","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1421-9670_KnowledgeField_48_YearEvaluation_2014_Qualis_B1","Journal_1421-9670","1421-9670","American Journal of Nephrology","KnowledgeField_48","48","BIOTECNOLOGIA","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_0250-8095_KnowledgeField_50_YearEvaluation_2014_Qualis_A2","Journal_0250-8095","0250-8095","American Journal of Nephrology","KnowledgeField_50","50","NUTRIÇÃO","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0195-6108_KnowledgeField_3_YearEvaluation_2014_Qualis_B2","Journal_0195-6108","0195-6108","American Journal of Neuroradiology","KnowledgeField_3","3","ASTRONOMIA / FÍSICA","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_0195-6108_KnowledgeField_6_YearEvaluation_2014_Qualis_B1","Journal_0195-6108","0195-6108","American Journal of Neuroradiology","KnowledgeField_6","6","CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_0195-6108_KnowledgeField_8_YearEvaluation_2014_Qualis_B1","Journal_0195-6108","0195-6108","American Journal of Neuroradiology","KnowledgeField_8","8","CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_0195-6108_KnowledgeField_15_YearEvaluation_2014_Qualis_A2","Journal_0195-6108","0195-6108","American Journal of Neuroradiology","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0195-6108_KnowledgeField_16_YearEvaluation_2014_Qualis_A2","Journal_0195-6108","0195-6108","American Journal of Neuroradiology","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0195-6108_KnowledgeField_17_YearEvaluation_2014_Qualis_A2","Journal_0195-6108","0195-6108","American Journal of Neuroradiology","KnowledgeField_17","17","MEDICINA III","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0195-6108_KnowledgeField_21_YearEvaluation_2014_Qualis_B2","Journal_0195-6108","0195-6108","American Journal of Neuroradiology","KnowledgeField_21","21","EDUCAÇÃO FÍSICA","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_0195-6108_KnowledgeField_22_YearEvaluation_2014_Qualis_A1","Journal_0195-6108","0195-6108","American Journal of Neuroradiology","KnowledgeField_22","22","SAÚDE COLETIVA","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_0195-6108_KnowledgeField_45_YearEvaluation_2014_Qualis_A2","Journal_0195-6108","0195-6108","American Journal of Neuroradiology","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1948-9900_KnowledgeField_13_YearEvaluation_2014_Qualis_B4","Journal_1948-9900","1948-9900","American Journal of Neuroscience","KnowledgeField_13","13","ENGENHARIAS III","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1948-9919_KnowledgeField_16_YearEvaluation_2014_Qualis_B4","Journal_1948-9919","1948-9919","American Journal of Neuroscience","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1948-9900_KnowledgeField_16_YearEvaluation_2014_Qualis_B4","Journal_1948-9900","1948-9900","American Journal of Neuroscience","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1948-9900_KnowledgeField_21_YearEvaluation_2014_Qualis_B4","Journal_1948-9900","1948-9900","American Journal of Neuroscience","KnowledgeField_21","21","EDUCAÇÃO FÍSICA","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1097-6868_KnowledgeField_8_YearEvaluation_2014_Qualis_A2","Journal_1097-6868","1097-6868","American Journal of Obstetrics and Gynecology","KnowledgeField_8","8","CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1097-6868_KnowledgeField_15_YearEvaluation_2014_Qualis_A2","Journal_1097-6868","1097-6868","American Journal of Obstetrics and Gynecology","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1097-6868_KnowledgeField_16_YearEvaluation_2014_Qualis_A2","Journal_1097-6868","1097-6868","American Journal of Obstetrics and Gynecology","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1097-6868_KnowledgeField_17_YearEvaluation_2014_Qualis_A2","Journal_1097-6868","1097-6868","American Journal of Obstetrics and Gynecology","KnowledgeField_17","17","MEDICINA III","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1097-6868_KnowledgeField_22_YearEvaluation_2014_Qualis_A1","Journal_1097-6868","1097-6868","American Journal of Obstetrics and Gynecology","KnowledgeField_22","22","SAÚDE COLETIVA","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_0002-9378_KnowledgeField_6_YearEvaluation_2014_Qualis_A2","Journal_0002-9378","0002-9378","American Journal of Obstetrics and Gynecology (Print)","KnowledgeField_6","6","CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0002-9378_KnowledgeField_7_YearEvaluation_2014_Qualis_A2","Journal_0002-9378","0002-9378","American Journal of Obstetrics and Gynecology (Print)","KnowledgeField_7","7","BIODIVERSIDADE","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0002-9378_KnowledgeField_8_YearEvaluation_2014_Qualis_A2","Journal_0002-9378","0002-9378","American Journal of Obstetrics and Gynecology (Print)","KnowledgeField_8","8","CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0002-9378_KnowledgeField_15_YearEvaluation_2014_Qualis_A2","Journal_0002-9378","0002-9378","American Journal of Obstetrics and Gynecology (Print)","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0002-9378_KnowledgeField_16_YearEvaluation_2014_Qualis_A2","Journal_0002-9378","0002-9378","American Journal of Obstetrics and Gynecology (Print)","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0002-9378_KnowledgeField_17_YearEvaluation_2014_Qualis_A2","Journal_0002-9378","0002-9378","American Journal of Obstetrics and Gynecology (Print)","KnowledgeField_17","17","MEDICINA III","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0002-9378_KnowledgeField_19_YearEvaluation_2014_Qualis_A2","Journal_0002-9378","0002-9378","American Journal of Obstetrics and Gynecology (Print)","KnowledgeField_19","19","FARMÁCIA","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0002-9378_KnowledgeField_22_YearEvaluation_2014_Qualis_A1","Journal_0002-9378","0002-9378","American Journal of Obstetrics and Gynecology (Print)","KnowledgeField_22","22","SAÚDE COLETIVA","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_0002-9378_KnowledgeField_45_YearEvaluation_2014_Qualis_A1","Journal_0002-9378","0002-9378","American Journal of Obstetrics and Gynecology (Print)","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_0002-9378_KnowledgeField_48_YearEvaluation_2014_Qualis_A2","Journal_0002-9378","0002-9378","American Journal of Obstetrics and Gynecology (Print)","KnowledgeField_48","48","BIOTECNOLOGIA","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0272-9490_KnowledgeField_15_YearEvaluation_2014_Qualis_B1","Journal_0272-9490","0272-9490","American Journal of Occupational Therapy","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_0272-9490_KnowledgeField_21_YearEvaluation_2014_Qualis_A1","Journal_0272-9490","0272-9490","American Journal of Occupational Therapy","KnowledgeField_21","21","EDUCAÇÃO FÍSICA","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_2160-8830_KnowledgeField_1_YearEvaluation_2014_Qualis_B4","Journal_2160-8830","2160-8830","American Journal of Operations Research","KnowledgeField_1","1","MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_2160-8849_KnowledgeField_1_YearEvaluation_2014_Qualis_B5","Journal_2160-8849","2160-8849","American Journal of Operations Research","KnowledgeField_1","1","MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_2160-8830_KnowledgeField_2_YearEvaluation_2014_Qualis_C","Journal_2160-8830","2160-8830","American Journal of Operations Research","KnowledgeField_2","2","CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_2324-6537_KnowledgeField_13_YearEvaluation_2014_Qualis_B3","Journal_2324-6537","2324-6537","American Journal of Operations Research","KnowledgeField_13","13","ENGENHARIAS III","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_0002-9394_KnowledgeField_6_YearEvaluation_2014_Qualis_A2","Journal_0002-9394","0002-9394","American Journal of Ophthalmology","KnowledgeField_6","6","CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0002-9394_KnowledgeField_8_YearEvaluation_2014_Qualis_A2","Journal_0002-9394","0002-9394","American Journal of Ophthalmology","KnowledgeField_8","8","CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0002-9394_KnowledgeField_9_YearEvaluation_2014_Qualis_A2","Journal_0002-9394","0002-9394","American Journal of Ophthalmology","KnowledgeField_9","9","CIÊNCIAS BIOLÓGICAS III","YearEvaluation_2014","2014","Qualis_A2","A2"
